r1_inflow,r1_upstream_release,r1_min_flow,r1_demand,r1_release,r1_delivery,r1_storage,r2_inflow,r2_upstream_release,r2_min_flow,r2_demand,r2_release,r2_delivery,r2_storage
0.0,0.0,0.0,0.0,0.0,0.0,250000.0,0.0,0.0,0.0,0.0,0.0,0.0,15000.0
546.763334723518,0.0,127.37157439001771,481.29183809063625,127.37157439001771,481.29183809063625,249938.09992224287,540.7308520911208,127.37157439001771,300.00092602638097,251.34103312781625,300.00092602638097,251.34103312781625,15116.760467326942
521.8669784400977,0.0,125.6587362581356,454.2530125445943,125.6587362581356,454.2530125445943,249880.05515188022,462.7754414619389,125.6587362581356,300.02314980201095,240.8791593712869,300.02314980201095,240.8791593712869,15164.292335873719
488.8338286291993,0.0,123.99755920529284,466.17101635856824,123.99755920529284,466.17101635856824,249778.72040494558,456.04450761347607,123.99755920529284,300.07499887603166,244.05905736805377,300.07499887603166,244.05905736805377,15200.200346448402
497.3518224622215,0.0,122.38853547410136,499.34796940457244,122.38853547410136,499.34796940457244,249654.33572252913,455.6031226824885,122.38853547410136,300.15645788444357,213.49789427697587,300.15645788444357,213.49789427697587,15264.537652443572
544.4544151987585,0.0,120.83214185301821,470.1664236465558,120.83214185301821,470.1664236465558,249607.7915722283,439.1096492312457,120.83214185301821,300.2675026891844,246.72500234974166,300.2675026891844,246.72500234974166,15277.48693848891
530.3880985675212,0.0,119.32883953506311,478.7772139158086,119.32883953506311,478.7772139158086,249540.07361734495,431.1149442435866,119.32883953506311,300.40810038528207,244.53870897129065,300.40810038528207,244.53870897129065,15282.983912910986
500.18173083687515,0.0,117.87907398115672,515.8042982935085,117.87907398115672,515.8042982935085,249406.57197590717,393.1478441074461,117.87907398115672,300.5782093106048,239.15564183787376,300.5782093106048,239.15564183787376,15254.27697985111
536.4451426208697,0.0,116.48327478812124,474.4121301257897,116.48327478812124,474.4121301257897,249352.12171361412,498.2086136580835,116.48327478812124,300.77777905820676,244.66641169184973,300.77777905820676,244.66641169184973,15323.524677547259
468.4897682083887,0.0,115.14185556138133,456.2137437827101,115.14185556138133,456.2137437827101,249249.2558824784,497.10749712006435,115.14185556138133,301.0067504912647,232.83587720840774,301.0067504912647,232.83587720840774,15401.931402529031
574.3059003441718,0.0,113.8552137924041,425.44987662171934,113.8552137924041,425.44987662171934,249284.25669240847,507.9576941555138,113.8552137924041,301.2650557606014,215.45301775848202,301.2650557606014,215.45301775848202,15507.026236957867
554.2444569343949,0.0,112.62373074091369,401.3105664507009,112.62373074091369,401.3105664507009,249324.56685215124,361.66296393307834,112.62373074091369,301.5526183247908,258.1681634255201,301.5526183247908,258.1681634255201,15421.592149881548
567.9878572068641,0.0,111.44777132191584,445.41009835529036,111.44777132191584,445.41009835529036,249335.6968396809,539.7327385864298,111.44777132191584,301.86935297283907,218.64137826522676,301.86935297283907,218.64137826522676,15552.261928551829
537.6616458424193,0.0,110.32768399756569,454.0377628939093,110.32768399756569,454.0377628939093,249308.99303863183,311.9538566276801,110.32768399756569,302.2151658494343,234.62017191503955,302.2151658494343,234.62017191503955,15437.7081314126
528.8308301112326,0.0,109.26380067391085,440.48177967804935,109.26380067391085,440.48177967804935,249288.07828839112,416.4857083273117,109.26380067391085,302.58995448275795,248.37137907035665,302.58995448275795,248.37137907035665,15412.496306860709
589.5666958210354,0.0,108.25643660254073,416.7719488491641,108.25643660254073,416.7719488491641,249352.61659876045,340.71807224258555,108.25643660254073,302.99360781484927,221.38892505072255,302.99360781484927,221.38892505072255,15337.088282840263
572.8173991846867,0.0,107.30589028717023,397.95020791760305,107.30589028717023,397.95020791760305,249420.17789974037,564.5409862448647,107.30589028717023,303.4260062345145,238.163606244293,303.4260062345145,238.163606244293,15467.34554689349
577.8319030222846,0.0,106.41244339518715,410.6882284946094,106.41244339518715,410.6882284946094,249480.90913087287,618.4259570190399,106.41244339518715,303.8870216127699,223.91254043975124,303.8870216127699,223.91254043975124,15664.384385255196
601.1588586138676,0.0,105.57636067418775,410.0175710083946,105.57636067418775,410.0175710083946,249566.47405780415,706.5492164546654,105.57636067418775,304.3765173408094,222.90107141834207,304.3765173408094,222.90107141834207,15949.232373624898
567.3306705151493,0.0,104.79788987352634,418.5456572023402,104.79788987352634,418.5456572023402,249610.46118124345,481.66926648621256,104.79788987352634,304.89434837048464,215.03568449162768,304.89434837048464,215.03568449162768,16015.769497122525
591.2085838179122,0.0,104.07726167090198,434.36567797598184,104.07726167090198,434.36567797598184,249663.2268254145,329.74842982198146,104.07726167090198,305.44036125728576,222.99210038345925,305.44036125728576,222.99210038345925,15921.162726974662
595.5973354334214,0.0,103.41468960400354,403.0649454128627,103.41468960400354,403.0649454128627,249752.34452583105,634.6149795764082,103.41468960400354,306.01439420581045,209.06972606102372,306.01439420581045,209.06972606102372,16144.10827588824
617.0061632091591,0.0,102.81037000723393,396.6629493292193,102.81037000723393,396.6629493292193,249869.87736970375,567.9976203206305,102.81037000723393,306.6162771177075,219.03335201311484,306.6162771177075,219.03335201311484,16289.266637085282
