r1_inflow,r1_upstream_release,r1_min_flow,r1_demand,r1_release,r1_delivery,r1_storage,r2_inflow,r2_upstream_release,r2_min_flow,r2_demand,r2_release,r2_delivery,r2_storage
0.0,0.0,0.0,0.0,0.0,0.0,250000.0,0.0,0.0,0.0,0.0,0.0,0.0,15000.0
525.7636950631093,0.0,127.37157439001771,544.660823593634,127.37157439001771,544.660823593634,249853.73129707944,507.87847086183075,127.37157439001771,300.00092602638097,242.2303821457061,300.00092602638097,242.2303821457061,15093.018737079761
483.32054254466755,0.0,125.6587362581356,497.25634170373144,125.6587362581356,497.25634170373144,249714.13676166226,402.042914975755,125.6587362581356,300.02314980201095,234.02546644738942,300.02314980201095,234.02546644738942,15086.671772064252
514.3127230164988,0.0,123.99755920529284,495.4871189208278,123.99755920529284,495.4871189208278,249608.96480655263,561.9367758532529,123.99755920529284,300.07499887603166,237.7872857464535,300.07499887603166,237.7872857464535,15234.743822500313
515.5860058395075,0.0,122.38853547410136,484.74535762762974,122.38853547410136,484.74535762762974,249517.4169192904,359.77123152584375,122.38853547410136,300.15645788444357,250.8559279325452,300.15645788444357,250.8559279325452,15165.89120368327
527.0549500606729,0.0,120.83214185301821,553.5962783002805,120.83214185301821,553.5962783002805,249370.04344919778,533.7417992209101,120.83214185301821,300.2675026891844,242.5940506773331,300.2675026891844,242.5940506773331,15277.60359139068
550.4445831218123,0.0,119.32883953506311,483.15694980111624,119.32883953506311,483.15694980111624,249318.0022429834,607.4643820928576,119.32883953506311,300.40810038528207,238.96733054724237,300.40810038528207,238.96733054724237,15465.021382086075
535.2939455014422,0.0,117.87907398115672,503.2285583637443,117.87907398115672,503.2285583637443,249232.18855613994,589.3271044041015,117.87907398115672,300.5782093106048,242.50619725708125,300.5782093106048,242.50619725708125,15629.143153903648
514.4162529778849,0.0,116.48327478812124,481.20101786568296,116.48327478812124,481.20101786568296,249148.92051646402,530.5536669232039,116.48327478812124,300.77777905820676,247.04226964610024,300.77777905820676,247.04226964610024,15728.360046910666
545.5082903899809,0.0,115.14185556138133,495.8735542815279,115.14185556138133,495.8735542815279,249083.41339701109,520.8990648794729,115.14185556138133,301.0067504912647,240.49118060446142,301.0067504912647,240.49118060446142,15822.903036255793
559.6281749717974,0.0,113.8552137924041,426.0456093326064,113.8552137924041,426.0456093326064,249103.14074885787,489.0987495573238,113.8552137924041,301.2650557606014,232.12343285089284,301.2650557606014,232.12343285089284,15892.468510994027
591.0002576449082,0.0,112.62373074091369,451.33232709771033,112.62373074091369,451.33232709771033,249130.18494866416,597.7174424619345,112.62373074091369,301.5526183247908,241.98827929808084,301.5526183247908,241.98827929808084,16059.268786574004
550.8505443492354,0.0,111.44777132191584,403.10235115235383,111.44777132191584,403.10235115235383,249166.48537053913,632.2304647291414,111.44777132191584,301.86935297283907,230.41239658245556,301.86935297283907,230.41239658245556,16270.665273069768
575.8904830954838,0.0,110.32768399756569,406.0233379419452,110.32768399756569,406.0233379419452,249226.0248316951,495.2174548717593,110.32768399756569,302.2151658494343,245.76182702470024,302.2151658494343,245.76182702470024,16328.233419064958
595.1965336623001,0.0,109.26380067391085,401.70722691726917,109.26380067391085,401.70722691726917,249310.25033776622,409.0227655149839,109.26380067391085,302.58995448275795,231.48001467628004,302.58995448275795,231.48001467628004,16312.450016094816
586.1666562681594,0.0,108.25643660254073,441.24300881918447,108.25643660254073,441.24300881918447,249346.91754861266,575.9638392758773,108.25643660254073,302.99360781484927,220.7835130615561,302.99360781484927,220.7835130615561,16472.893171096828
588.3418228111321,0.0,107.30589028717023,465.628791511052,107.30589028717023,465.628791511052,249362.32468962556,505.3620889483644,107.30589028717023,303.4260062345145,215.10675835264755,303.4260062345145,215.10675835264755,16567.0283857452
566.4110307865567,0.0,106.41244339518715,450.718059803812,106.41244339518715,450.718059803812,249371.6052172131,378.8957276151666,106.41244339518715,303.8870216127699,227.31354075434777,303.8870216127699,227.31354075434777,16521.135994388438
566.7245641612728,0.0,105.57636067418775,419.73039105292645,105.57636067418775,419.73039105292645,249413.02302964727,531.1635387243631,105.57636067418775,304.3765173408094,227.20281242407438,304.3765173408094,227.20281242407438,16626.296564022105
621.5005153229547,0.0,104.79788987352634,432.1340943407595,104.79788987352634,432.1340943407595,249497.59156075594,692.3503745627987,104.79788987352634,304.89434837048464,224.46367177210587,304.89434837048464,224.46367177210587,16894.08680831584
586.78916635117,0.0,104.07726167090198,426.7789374789813,104.07726167090198,426.7789374789813,249553.52452795723,278.77557936334745,104.07726167090198,305.44036125728576,224.3344290998785,305.44036125728576,224.3344290998785,16747.164858992925
