r1_inflow,r1_upstream_release,r1_min_flow,r1_demand,r1_release,r1_delivery,r1_storage,r2_inflow,r2_upstream_release,r2_min_flow,r2_demand,r2_release,r2_delivery,r2_storage
0.0,0.0,0.0,0.0,0.0,0.0,250000.0,0.0,0.0,0.0,0.0,0.0,0.0,15000.0
509.9935118627162,0.0,127.37157439001771,447.49713955020366,127.37157439001771,447.49713955020366,249935.1247979225,423.7045889035837,127.37157439001771,300.00092602638097,250.60708819132964,300.00092602638097,250.60708819132964,15000.46814907589
534.6546880479008,0.0,125.6587362581356,496.4418575814191,125.6587362581356,496.4418575814191,249847.67889213085,338.3158528438195,125.6587362581356,300.02314980201095,251.5317201579542,300.02314980201095,251.5317201579542,14912.88786821788
486.35735375707634,0.0,123.99755920529284,528.2804903336433,123.99755920529284,528.2804903336433,249681.758196349,481.71336100285805,123.99755920529284,300.07499887603166,264.7390888401134,300.07499887603166,264.7390888401134,14953.784700709886
512.8717509797544,0.0,122.38853547410136,455.92029547230754,122.38853547410136,455.92029547230754,249616.32111638234,363.332867726186,122.38853547410136,300.15645788444357,241.86752115055546,300.15645788444357,241.86752115055546,14897.482124875174
529.5472440829427,0.0,120.83214185301821,517.606937957323,120.83214185301821,517.606937957323,249507.42928065493,540.1141800397244,120.83214185301821,300.2675026891844,236.6514678896999,300.2675026891844,236.6514678896999,15021.509476189032
535.8021667642525,0.0,119.32883953506311,434.09214307592515,119.32883953506311,434.09214307592515,249489.8104648082,567.0505148168589,119.32883953506311,300.40810038528207,235.12096420015465,300.40810038528207,235.12096420015465,15172.359765955518
560.8556805857223,0.0,117.87907398115672,502.24252381497877,117.87907398115672,502.24252381497877,249430.5445475978,556.3326232972247,117.87907398115672,300.5782093106048,231.00304718532075,300.5782093106048,231.00304718532075,15314.990206737973
547.0817261986564,0.0,116.48327478812124,478.89323219724463,116.48327478812124,478.89323219724463,249382.2497668111,467.9699260494672,116.48327478812124,300.77777905820676,233.61710330913775,300.77777905820676,233.61710330913775,15365.048525208218
566.6042227706803,0.0,115.14185556138133,451.20118525751815,115.14185556138133,451.20118525751815,249382.51094876288,570.3994108827079,115.14185556138133,301.0067504912647,252.37881586893852,301.0067504912647,252.37881586893852,15497.204225292104
516.5872245346058,0.0,113.8552137924041,512.2528895949947,113.8552137924041,512.2528895949947,249272.9900699101,630.5887319896646,113.8552137924041,301.2650557606014,230.64976790490488,301.2650557606014,230.64976790490488,15709.733347408666
532.3555000590026,0.0,112.62373074091369,417.5172265782161,112.62373074091369,417.5172265782161,249275.20461264998,626.0228258791462,112.62373074091369,301.5526183247908,210.07262650211572,301.5526183247908,210.07262650211572,15936.754659201819
575.107546156647,0.0,111.44777132191584,454.67420673573105,111.44777132191584,454.67420673573105,249284.19018074896,467.3792966619431,111.44777132191584,301.86935297283907,229.4016276317103,301.86935297283907,229.4016276317103,15984.310746581128
554.1862745742425,0.0,110.32768399756569,438.2709045611338,110.32768399756569,438.2709045611338,249289.77786676452,628.0387823064067,110.32768399756569,302.2151658494343,224.84208998363596,302.2151658494343,224.84208998363596,16195.61995705203
588.4705111459227,0.0,109.26380067391085,470.41021722478877,109.26380067391085,470.41021722478877,249298.57436001173,517.0938058720851,109.26380067391085,302.58995448275795,238.03262392879188,302.58995448275795,238.03262392879188,16281.354985186475
560.754621974535,0.0,108.25643660254073,438.0955348521148,108.25643660254073,438.0955348521148,249312.9770105316,595.5667389992758,108.25643660254073,302.99360781484927,250.0713135436923,302.99360781484927,250.0713135436923,16432.11323942975
575.5911811845298,0.0,107.30589028717023,427.6103444594537,107.30589028717023,427.6103444594537,249353.65195696952,552.1826937221856,107.30589028717023,303.4260062345145,227.6153470470645,303.4260062345145,227.6153470470645,16560.560470157525
560.0167155033135,0.0,106.41244339518715,484.25488022433734,106.41244339518715,484.25488022433734,249323.00134885331,490.0404970791983,106.41244339518715,303.8870216127699,222.36945013885165,303.8870216127699,222.36945013885165,16630.756938880288
572.2923867371453,0.0,105.57636067418775,444.40645785765975,105.57636067418775,444.40645785765975,249345.3109170586,852.4073456335915,105.57636067418775,304.3765173408094,257.4156988059701,304.3765173408094,257.4156988059701,17026.948429041287
